"clean","intermediate","amalgamated","included in"
"Spiraea type","Spiraea","Rosaceae","EMPDv2, neotoma_north_america_pollen, SMPDSv1"
"Spirostachys","Spirostachys","Spirostachys","Phelps"
"Spirotheca","Spirotheca","Spirotheca","neotoma_south_america_pollen"
"Spondias","Spondias","Spondias","CMPD, neotoma_north_america_pollen, neotoma_south_america_pollen, neotropics_pollen, Phelps, SMPDSv1"
"Spondias type","Spondias","Spondias","neotoma_south_america_pollen"
"Sporobolus virginicus","Sporobolus","Poaceae","australia_pollen"
"Sprengelia","Sprengelia","Ericaceae","australia_pollen"
"Sprengelia incarnata","Sprengelia","Ericaceae","australia_pollen"
"Sprengelia type","Sprengelia","Ericaceae","australia_pollen"
"Spyridium","Spyridium","Spyridium","australia_pollen"
"Stachyothyrsus","Stachyothyrsus","Stachyothyrsus","APD, Phelps"
"Stachys","Stachys","Lamiaceae","EMBSeCBIO, EMPDv2, neotoma_north_america_pollen, neotropics_pollen, SMPDSv1"
"Stachys sylvatica","Stachys","Lamiaceae","gaillard_pollen, SMPDSv1"
"Stachys sylvatica type","Stachys","Lamiaceae","EMPDv2, SMPDSv1"
"Stachys sylvestris","Stachys","Lamiaceae","EMPDv2, SMPDSv1"
"Stachys type","Stachys","Lamiaceae","EMBSeCBIO, EMPDv2, IbMPD, neotoma_north_america_pollen, SMPDSv1"
"Stachytarpheta","Stachytarpheta","Verbenaceae","neotoma_south_america_pollen, neotropics_pollen"
"Stackhousia","Stackhousia","Celastraceae","australia_pollen"
"Staphylea","Staphylea","Staphyleaceae","SMPDSv1"
"Staphylea pinnata","Staphylea","Staphyleaceae","SMPDSv1"
"Staphyleaceae","Staphyleaceae","Staphyleaceae","CMPD, SMPDSv1"
"Steganotaenia type","Steganotaenia","Steganotaenia","APD, SMPDSv1"
"Stellaria","Stellaria","Caryophyllaceae","australia_pollen, EMBSeCBIO, EMPDv2, gaillard_pollen, IbMPD, japanese_pollen, neotoma_north_america_pollen, neotropics_pollen, SMPDSv1, southern_hemisphere_pollen"
"Stellaria graminea type","Stellaria","Caryophyllaceae","EMPDv2, SMPDSv1"
"Stellaria holostea","Stellaria","Caryophyllaceae","EMPDv2, SMPDSv1"
"Stellaria holostea type","Stellaria","Caryophyllaceae","EMPDv2, SMPDSv1"
"Stellaria nemorum","Stellaria","Caryophyllaceae","EMPDv2, SMPDSv1"
"Stellaria nemorum type","Stellaria","Caryophyllaceae","SMPDSv1"
"Stellaria palustris","Stellaria","Caryophyllaceae","EMPDv2, SMPDSv1"
"Stellaria palustris type","Stellaria","Caryophyllaceae","neotoma_south_america_pollen"
"Stellaria type","Stellaria","Caryophyllaceae","australia_pollen, EMPDv2, neotoma_north_america_pollen, neotoma_south_america_pollen, SMPDSv1"
"Stellera","Stellera","Thymelaeaceae","CMPD, EMPDv2, SMPDSv1"
"Stemodia","Stemodia","Plantaginaceae","neotoma_north_america_pollen"
"Stemonurus","Stemonurus","Stemonurus","neotoma_south_america_pollen"
"Stenocarpus","Stenocarpus","Stenocarpus","australia_pollen"
"Stenochlaena","Stenochlaena","Polypodiales","australia_pollen, Phelps, southern_hemisphere_pollen"
"Stenochlaena palustris","Stenochlaena","Polypodiales","australia_pollen"
"Stenostephanus","Stenostephanus","Acanthaceae","neotropics_pollen"
"Stephania","Stephania","Stephania","australia_pollen, CMPD, SMPDSv1"
"Stephania abyssinica type","Stephania abyssinica","Stephania","Phelps"
"Sterculia","Sterculia","Sterculia","CMPD, neotoma_south_america_pollen, SMPDSv1"
"Sterculia type","Sterculia","Sterculia","AMSS, APD, neotoma_south_america_pollen, Phelps"
"Sticherus","Sticherus","Gleicheniaceae","australia_pollen, neotoma_south_america_pollen"
"Sticherus type","Sticherus","Gleicheniaceae","neotoma_south_america_pollen"
"Stigmaphyllon","Stigmaphyllon","Malpighiaceae","neotropics_pollen"
"Stigmaphyllon sarmentosum type","Stigmaphyllon","Malpighiaceae","neotoma_south_america_pollen"
"Stimpsonia","Stimpsonia","Primulaceae","CMPD, SMPDSv1"
"Stipa","Stipa","Poaceae","CMPD, EMPDv2, SMPDSv1, tatiana_pollen"
"Stipularia africana","Stipularia africana","Stipularia","Phelps"
"Stipularia africana type","Stipularia africana","Stipularia","APD, SMPDSv1"
"Stirlingia","Stirlingia","Stirlingia","australia_pollen"
"Stoebe","Stoebe","Asteroideae","Phelps"
"Stoebe type","Stoebe","Asteroideae","APD, Phelps, SMPDSv1"
"Streblus","Streblus","Streblus","australia_pollen, southern_hemisphere_pollen"
"Strobilanthes","Strobilanthes","Acanthaceae","australia_pollen, CMPD, SMPDSv1"
"Strombosia","Strombosia","Strombosia","Phelps"
"Strombosia scheffleri type","Strombosia scheffleri","Strombosia","AMSS"
"Strombosia type","Strombosia","Strombosia","Phelps"
"Strombosiopsis tetrandra","Strombosiopsis tetrandra","Strombosiopsis","AMSS"
"Strumpfia","Strumpfia","Rubiaceae","neotoma_north_america_pollen"
"Struthanthus","Struthanthus","Loranthaceae","neotoma_south_america_pollen, neotropics_pollen"
"Struthanthus type","Struthanthus","Loranthaceae","neotoma_south_america_pollen"
"Strychnos","Strychnos","Strychnos","neotoma_north_america_pollen, neotropics_pollen"
"Stryphnodendron","Stryphnodendron","Stryphnodendron","neotoma_south_america_pollen"
"Stryphnodendron type","Stryphnodendron","Stryphnodendron","neotoma_south_america_pollen"
"Stylidiaceae","Stylidiaceae","Stylidiaceae","australia_pollen"
"Stylidium","Stylidium","Stylidiaceae","australia_pollen"
"Stylidium type","Stylidium","Stylidiaceae","australia_pollen"
"Stylobasium","Stylobasium","Stylobasium","australia_pollen"
"Styloceras","Styloceras","Styloceras","neotoma_north_america_pollen, neotoma_south_america_pollen"
"Styloceras type","Styloceras","Styloceras","neotoma_south_america_pollen"
"Stylogyne","Stylogyne","Stylogyne","neotoma_south_america_pollen, neotropics_pollen"
"Stylosanthes erecta type","Stylosanthes","Fabaceae (herbs)","APD, Phelps"
"Styphelia","Styphelia","Ericaceae","australia_pollen"
"Styracaceae","Styracaceae","Styracaceae","CMPD, Herzschuh, SMPDSv1"
"Styrax","Styrax","Styrax","australia_pollen, CMPD, EMPDv2, neotoma_south_america_pollen, SMPDSv1"
